MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,FEN_IndoorArea,FE_SalePrice_Per_IndoorArea,FEN_LotArea_Per_IndoorArea,FEN_MasVnrArea_Per_IndoorArea,FEN_BsmtFinSF1_Per_IndoorArea,FEN_BsmtFinSF2_Per_IndoorArea,FEN_BsmtUnfSF_Per_IndoorArea,FEN_TotalBsmtSF_Per_IndoorArea,FEN_1stFlrSF_Per_IndoorArea,FEN_2ndFlrSF_Per_IndoorArea,FEN_LowQualFinSF_Per_IndoorArea,FEN_GrLivArea_Per_IndoorArea,FEN_GarageArea_Per_IndoorArea,FEN_WoodDeckSF_Per_IndoorArea,FEN_OpenPorchSF_Per_IndoorArea,FEN_EnclosedPorch_Per_IndoorArea,FEN_3SsnPorch_Per_IndoorArea,FEN_ScreenPorch_Per_IndoorArea,FEN_PoolArea_Per_IndoorArea,FEC_ExterQual_dual,FEC_LotShape_dual,FEC_ExterCond_dual,FEC_BsmtQual_dual,FEC_BsmtCond_dual,FEC_BsmtExposure_dual,FEC_BsmtFinType1_dual,FEC_BsmtFinType2_dual,FEC_HeatingQC_dual,FEC_Functional_dual,FEC_KitchenQual_dual,FEC_GarageQual_dual,FEC_GarageFinish_dual,FEC_GarageCond_dual,FEC_PavedDrive_dual,FEC_PoolQC_dual,FEC_Fence_dual,FEC_FireplaceQu_dual,FEC_Alley_dual,FEC_OverallQual_dual,FEC_OverallCond_dual,FEC_BsmtFullBath_dual,FEC_BsmtHalfBath_dual,FEC_FullBath_dual,FEC_HalfBath_dual,FEC_BedroomAbvGr_dual,FEC_KitchenAbvGr_dual,FEC_TotRmsAbvGrd_dual,FEC_Fireplaces_dual,FEC_GarageCars_dual,FEC_YearBuilt_dual,FEC_YearRemodAdd_dual,FEC_MoSold_dual,FEC_YrSold_dual,FEC_GarageYrBlt_dual,FEC_LotArea_dual,FEC_MasVnrArea_dual,FEC_BsmtFinSF1_dual,FEC_BsmtFinSF2_dual,FEC_BsmtUnfSF_dual,FEC_TotalBsmtSF_dual,FEC_1stFlrSF_dual,FEC_2ndFlrSF_dual,FEC_LowQualFinSF_dual,FEC_GrLivArea_dual,FEC_GarageArea_dual,FEC_WoodDeckSF_dual,FEC_OpenPorchSF_dual,FEC_EnclosedPorch_dual,FEC_3SsnPorch_dual,FEC_ScreenPorch_dual,FEC_PoolArea_dual,FEC_MiscVal_dual,FEC_LotFrontage_dual,FEN_YearAfterRemode,FEN_YearAfterbuilt,FEN_TotRmsAbvGrd_Per_GrLivArea,FEN_BsmtTotalbath,FEN_GrLivTotalbath
60,RL,90.0,11700,Pave,0,1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,4,3,CBlock,2,3,1,5,384,3,175,143,702,GasA,4,Y,SBrkr,1041,702,0,1743,0,1,1,2,3,1,2,7,7,1,4,Attchd,1968,1,2,539,3,3,3,224,0,0,0,0,0,0,0,None,0,6,2007,WD,Normal,175000,2445.01,71.57434938916404,4.785256502018396,0.149283643011685,0.1570545723739371,0.07157434938916404,0.05848646835800262,0.28711539012110376,0.4257651297949701,0.28711539012110376,0.0,0.7128805199160739,0.22044899611862526,0.09161516721812998,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,39,39,0.004016061952919132,1,3
20,RL,80.0,14000,Pave,0,1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,2,3,1,1,0,1,0,1092,1092,GasA,5,Y,SBrkr,1152,0,0,1152,0,1,1,0,3,1,3,6,7,1,4,Attchd,1950,1,1,300,3,3,3,0,36,0,0,0,0,0,4,None,0,8,2009,WD,Family,158500,2244.01,70.63248381246072,6.238831377756783,0.0,0.0,0.0,0.4866288474650291,0.4866288474650291,0.5133666962268438,0.0,0.0,0.5133666962268438,0.13368924380907393,0.0,0.01604270925708887,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,5,59,0.005208328812214572,1,1
190,RL,90.0,15750,Pave,0,1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,3,3,CBlock,2,3,2,4,841,1,0,324,1165,GasA,3,Y,SBrkr,1336,0,0,1336,1,0,1,0,2,1,2,5,7,2,4,Attchd,1953,1,1,375,3,3,3,0,0,0,0,0,0,0,0,None,0,6,2006,WD,Normal,157000,2501.01,62.77463904582548,6.29745582784555,0.022390954054561953,0.33626414928368936,0.0,0.1295476627442513,0.4658118120279407,0.5341841895874067,0.0,0.0,0.5341841895874067,0.1499394244725131,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,53,53,0.0037425121687783168,1,1
60,RL,66.0,16226,Pave,0,4,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,3,3,1,6,281,1,0,747,1028,GasA,5,Y,SBrkr,1210,1242,0,2452,0,0,2,1,4,1,3,9,7,1,3,BuiltIn,1998,3,2,683,3,3,3,208,50,0,0,0,0,0,0,None,0,5,2007,WD,Normal,267000,3480.01,76.7239174600073,4.662630279798046,0.0,0.08074689440547585,0.0,0.21465455559035748,0.29540144999583334,0.3477001502869244,0.3568955261622811,0.0,0.7045956764492055,0.19626380383964412,0.05976994318981842,0.014367774805244812,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,8,9,0.003670471586267705,0,3
20,RL,118.0,13704,Pave,0,2,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,4,3,PConc,3,3,1,1,0,1,0,1541,1541,GasA,5,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,3,6,7,1,3,Attchd,2001,2,3,843,3,3,3,468,81,0,0,0,0,0,0,None,0,1,2006,WD,Normal,205000,3082.01,66.51503402000642,4.4464489083422825,0.04866953708780958,0.0,0.0,0.49999837768209704,0.49999837768209704,0.49999837768209704,0.0,0.0,0.49999837768209704,0.2735227984334898,0.15184895571396587,0.02628155002741717,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,4,5,0.0038935730736060522,0,2
20,RL,70.0,9800,Pave,0,1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,2,3,1,5,894,1,0,0,894,GasA,3,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,2,5,7,0,0,Attchd,1975,1,2,552,3,3,3,256,0,0,0,0,0,0,2,None,0,7,2006,WD,Abnorml,149900,1788.01,83.83622015536825,5.480953685941354,0.0,0.49999720359505817,0.0,0.0,0.49999720359505817,0.49999720359505817,0.0,0.0,0.49999720359505817,0.30872310557547217,0.14317593302050882,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,34,34,0.005592834907343505,1,1
75,RM,87.0,18386,Pave,0,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CemntBd,None,0.0,3,3,BrkTil,2,3,1,1,0,1,0,1470,1470,GasA,5,Y,SBrkr,1675,1818,0,3493,0,0,3,0,3,1,3,10,7,1,5,Attchd,2003,1,3,870,3,3,3,302,0,0,0,0,0,0,0,None,0,5,2008,WD,Normal,295000,4963.01,59.439735160718996,3.7046066802202695,0.0,0.0,0.0,0.2961912226652777,0.2961912226652777,0.33749680133628585,0.3663099610921598,0.0,0.7038067624284456,0.17529684606720516,0.060850169554363176,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,6,128,0.002862867774730096,0,3
20,RL,80.0,10386,Pave,0,1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CemntBd,Stone,246.0,4,3,PConc,3,3,1,6,1464,1,0,536,2000,GasA,5,Y,SBrkr,2000,0,0,2000,1,0,2,0,3,1,3,8,7,0,0,Attchd,2004,3,3,888,3,3,3,168,0,0,0,0,0,0,0,None,0,7,2007,WD,Normal,305900,4000.01,76.47480881297797,2.596493508766228,0.06149984625038437,0.36599908500228745,0.0,0.1339996650008375,0.499998750003125,0.499998750003125,0.0,0.0,0.499998750003125,0.2219994450013875,0.041999895000262494,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,2,3,0.003999998000001,1,2
60,RL,116.0,13474,Pave,0,1,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,4,3,CBlock,3,3,1,5,700,1,0,0,700,GasA,4,Y,SBrkr,1122,1121,0,2243,1,0,2,1,4,1,3,8,7,1,3,Attchd,1990,2,3,746,3,3,3,127,44,224,0,0,0,0,0,None,0,6,2007,WD,Normal,225000,2943.01,76.4523396114862,4.5783058841118445,0.08358789130855823,0.23785172323573484,0.0,0.0,0.23785172323573484,0.38124233352927783,0.38090254535322676,0.0,0.7621448788825046,0.2534819793340831,0.04315309835848332,0.01495067974624619,0.07611255143543515,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,16,17,0.003566650215492547,1,3
50,RM,0.0,7920,Pave,1,2,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,2,3,1,1,0,1,0,319,319,GasA,3,Y,FuseA,1035,371,0,1406,0,0,1,0,3,1,1,6,7,0,0,None,0,0,0,0,0,0,1,0,144,0,0,0,0,0,3,None,0,3,2008,WD,Normal,89500,1725.01,51.883757195610464,4.591277731723294,0.0,0.0,0.0,0.18492646419441047,0.18492646419441047,0.5999965217592942,0.2150712169784523,0.0,0.8150677387377464,0.0,0.0,0.08347777694042353,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,58,88,0.004267422284905914,0,1
30,RL,0.0,12342,Pave,0,2,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2,3,1,4,262,1,0,599,861,GasA,5,Y,SBrkr,861,0,0,861,0,0,1,0,1,1,2,4,7,0,0,Detchd,1961,1,2,539,3,3,3,158,0,0,0,0,0,0,0,None,0,3,2009,WD,Normal,82500,1722.01,47.90912944756418,7.167205765355602,0.0,0.15214778079105232,0.0,0.3478493156253448,0.4999970964163971,0.4999970964163971,0.0,0.0,0.4999970964163971,0.31300631239075266,0.09175324185109261,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,59,69,0.004645755347554765,0,1
20,RL,90.0,12378,Pave,0,2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,4,6,1274,1,0,622,1896,GasA,5,Y,SBrkr,1944,0,0,1944,1,0,2,0,3,1,4,8,7,3,5,Attchd,2003,3,3,708,3,3,3,208,175,0,0,0,0,0,0,None,0,11,2006,WD,Normal,360000,3840.01,93.74975586001078,3.2234291056533704,0.0,0.33176996934903813,0.0,0.16197874484701863,0.49374871419605676,0.5062486816440582,0.0,0.0,0.5062486816440582,0.1843745198580212,0.05416652560800623,0.045572797987505236,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,2,3,0.004115224220563673,1,2
60,RL,0.0,7685,Pave,0,2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,3,3,PConc,3,3,1,5,518,1,0,179,697,GasA,4,Y,SBrkr,697,804,0,1501,0,0,2,1,3,1,3,6,7,1,3,Attchd,1993,3,2,420,3,3,3,190,63,0,0,0,0,0,0,None,0,5,2006,WD,Normal,165600,2198.01,75.34087652012501,3.4963444206350287,0.050955182187524165,0.23566771761729927,0.0,0.08143730010327523,0.3171050177205745,0.3171050177205745,0.36578541498901274,0.0,0.6828904327095873,0.19108193320321562,0.08644182692526421,0.02866228998048234,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,12,13,0.0039973324468138265,0,3
20,RL,50.0,8000,Pave,0,1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,2,3,1,5,680,1,0,292,972,GasA,5,Y,SBrkr,972,0,0,972,1,0,1,0,2,1,2,5,7,1,4,Detchd,1948,1,1,240,3,3,3,0,0,0,0,0,0,0,0,None,0,5,2009,WD,Normal,132000,1944.01,67.90088528351191,4.115205168697692,0.0,0.3497924393393038,0.0,0.15020498865746576,0.49999742799676955,0.49999742799676955,0.0,0.0,0.49999742799676955,0.12345615506093076,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,7,61,0.005144027629601204,1,1
190,RM,65.0,7800,Pave,0,1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,3,507,1,0,286,793,GasA,3,Y,SBrkr,793,325,0,1118,1,0,1,0,3,1,2,5,7,1,4,Detchd,1939,1,2,410,3,3,3,0,0,0,0,271,0,0,3,None,0,5,2006,WD,Normal,119900,1911.01,62.741691566239844,4.081611294551049,0.0,0.2653047341458182,0.0,0.14965908080020512,0.4149638149460233,0.4149638149460233,0.17006713727296038,0.0,0.5850309522189837,0.21454623471358078,0.0,0.0,0.0,0.0,0.14180982831068387,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,56,67,0.004472267913892743,1,1
20,RL,150.0,215245,Pave,0,4,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,4,5,1236,3,820,80,2136,GasW,3,Y,SBrkr,2036,0,0,2036,2,0,2,0,3,1,2,8,7,2,4,Attchd,1965,2,2,513,3,3,3,0,0,0,0,0,0,0,0,None,0,6,2009,WD,Normal,375000,4172.01,89.88473181991414,51.592637601539785,0.0,0.296260076078437,0.1965479469128789,0.019175409454915016,0.5119834324462309,0.4880141706275872,0.0,0.0,0.4880141706275872,0.12296231312964254,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,44,44,0.003929271154581948,2,2
70,RM,60.0,9600,Pave,1,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,4,1,2,16,1,0,712,728,GasA,5,Y,SBrkr,832,809,0,1641,0,1,1,1,3,1,4,6,7,1,4,Detchd,1925,1,2,546,2,3,3,0,0,234,0,0,0,0,0,None,0,8,2006,WD,Normal,178000,2369.01,75.13687152017087,4.052325655020451,0.0,0.006753876091700752,0.0,0.3005474860806835,0.30730136217238424,0.3512015567684391,0.34149285988661926,0.0,0.6926944166550584,0.23047602162928815,0.0,0.0,0.0987754378411235,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,16,81,0.0036563049017032897,1,2
60,RL,71.0,7795,Pave,0,2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,3,3,1,6,425,1,0,291,716,GasA,5,Y,SBrkr,716,716,0,1432,1,0,2,1,3,1,3,6,7,1,4,Attchd,2004,3,2,432,3,3,3,100,51,0,0,0,0,0,0,None,0,7,2009,WD,Normal,188500,2148.01,87.75564359570019,3.6289402749521646,0.0,0.1978575518735946,0.0,0.13547422963580244,0.333331781509397,0.333331781509397,0.333331781509397,0.0,0.666663563018794,0.20111638213974795,0.046554718087904616,0.023742906224831353,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,4,5,0.004189941208141614,1,3
60,RL,94.0,13005,Pave,0,2,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CemntBd,BrkFace,278.0,4,3,CBlock,3,3,1,6,692,1,0,153,845,GasA,3,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,4,10,7,1,3,Attchd,1983,2,2,484,3,3,3,288,195,0,0,0,0,0,4,None,0,8,2009,WD,Normal,260000,3198.01,81.30055878499441,4.066591411534048,0.08692905900857095,0.2163845641508313,0.0,0.047842251900400555,0.2642268160512318,0.36053670876576366,0.37523334823843574,0.0,0.7357700570041994,0.15134411712283574,0.09005600357722458,0.06097541908874581,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,29,29,0.00424989194649726,1,3
60,FV,75.0,9000,Pave,0,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,3,3,3,1,0,1,0,1088,1088,GasA,5,Y,SBrkr,1088,871,0,1959,0,0,2,1,3,1,3,8,7,1,4,Attchd,2006,2,3,1025,3,3,3,208,46,0,0,0,0,0,0,None,0,12,2007,WD,Normal,270000,3047.01,88.61145844614884,2.9537152815382948,0.0,0.0,0.0,0.35707135847929605,0.35707135847929605,0.35707135847929605,0.28585400113553944,0.0,0.6429253596148354,0.336395351508528,0.06826364206221837,0.015096766994529063,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0.004083714097134203,0,3
60,RL,90.0,9900,Pave,0,1,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,4,3,PConc,3,3,4,6,987,1,0,360,1347,GasA,5,Y,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,3,9,7,1,3,Attchd,1993,2,3,656,3,3,3,340,60,144,0,0,0,0,0,None,0,4,2009,WD,Normal,260000,3993.01,65.113786341632,2.479332633777526,0.06411203578252997,0.2471819504584261,0.0,0.09015755031918277,0.3373395007776089,0.34360044177199656,0.3190575530739968,0.0,0.6626579948459933,0.16428709169273303,0.08514879752367262,0.015026258386530461,0.03606302012767311,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,16,16,0.003401359258745556,1,3
80,RL,0.0,14115,Pave,0,1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,3,3,CBlock,3,3,3,6,1036,1,0,336,1372,GasA,3,Y,SBrkr,1472,0,0,1472,1,0,2,0,3,1,2,6,7,2,3,Attchd,1980,1,2,588,3,3,3,233,48,0,0,0,0,0,0,None,0,6,2009,WD,Normal,187500,2844.01,65.92803822771369,4.963062717782286,0.07911364587325642,0.36427438722086064,0.0,0.11814304450406292,0.4824174317249236,0.5175790521130376,0.0,0.0,0.5175790521130376,0.2067503278821101,0.08192657550430553,0.0168775777862947,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,29,29,0.004076084187442808,1,2
60,RL,111.0,16259,Pave,0,1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,3,3,PConc,4,4,3,1,0,1,0,1249,1249,GasA,5,Y,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,3,9,7,0,0,Attchd,2006,2,3,840,3,3,3,240,154,0,0,0,0,0,0,None,0,9,2006,New,Partial,342643,3845.01,89.11368240914848,4.228597584921755,0.09622861839110951,0.0,0.0,0.32483660640674533,0.32483660640674533,0.32483660640674533,0.3503241864130392,0.0,0.6751607928197846,0.2184649714825189,0.06241856328071968,0.0400519114384618,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0.003466870775473507,0,4
60,RL,99.0,12099,Pave,0,2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,4,3,PConc,4,3,3,6,970,1,0,166,1136,GasA,5,Y,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,3,10,7,1,4,BuiltIn,2004,3,3,872,3,3,3,184,154,0,0,0,0,0,0,None,0,6,2007,WD,Normal,354000,3604.01,98.22392279710655,3.3570939037350063,0.10765785888496424,0.2691446472124106,0.0,0.046059805605422846,0.31520445281783344,0.31520445281783344,0.36958831967724837,0.0,0.6847927724950819,0.24195271378270314,0.051054242357818094,0.042730181103826016,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,3,3,0.004051862215614985,1,3
60,RL,86.0,10380,Pave,0,2,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,4,3,CBlock,2,3,4,2,28,5,1474,0,1502,GasA,5,Y,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,3,8,7,1,3,Attchd,1987,3,2,576,3,3,3,201,96,0,0,0,0,0,3,None,0,8,2007,WD,Normal,301000,4232.01,71.12459564131464,2.4527352251058008,0.040642626080751226,0.006616241455006013,0.34829785373853084,0.0,0.35491409519353684,0.36696510641515495,0.27811843544793136,0.0,0.6450835418630863,0.13610553850298085,0.047495161873436026,0.022684256417163474,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,20,21,0.0029304018569956567,1,3
