SalePrice,Unit_Price,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,FEN_IndoorArea,FEC_ExterQual_dual,FEC_LotShape_dual,FEC_ExterCond_dual,FEC_BsmtQual_dual,FEC_BsmtCond_dual,FEC_BsmtExposure_dual,FEC_BsmtFinType1_dual,FEC_BsmtFinType2_dual,FEC_HeatingQC_dual,FEC_Functional_dual,FEC_KitchenQual_dual,FEC_GarageQual_dual,FEC_GarageFinish_dual,FEC_GarageCond_dual,FEC_PavedDrive_dual,FEC_PoolQC_dual,FEC_Fence_dual,FEC_FireplaceQu_dual,FEC_Alley_dual,FEC_OverallQual_dual,FEC_OverallCond_dual,FEC_BsmtFullBath_dual,FEC_BsmtHalfBath_dual,FEC_FullBath_dual,FEC_HalfBath_dual,FEC_BedroomAbvGr_dual,FEC_KitchenAbvGr_dual,FEC_TotRmsAbvGrd_dual,FEC_Fireplaces_dual,FEC_GarageCars_dual,FEC_YearBuilt_dual,FEC_YearRemodAdd_dual,FEC_MoSold_dual,FEC_YrSold_dual,FEC_GarageYrBlt_dual,FEC_LotArea_dual,FEC_MasVnrArea_dual,FEC_BsmtFinSF1_dual,FEC_BsmtFinSF2_dual,FEC_BsmtUnfSF_dual,FEC_TotalBsmtSF_dual,FEC_1stFlrSF_dual,FEC_2ndFlrSF_dual,FEC_LowQualFinSF_dual,FEC_GrLivArea_dual,FEC_GarageArea_dual,FEC_WoodDeckSF_dual,FEC_OpenPorchSF_dual,FEC_EnclosedPorch_dual,FEC_3SsnPorch_dual,FEC_ScreenPorch_dual,FEC_PoolArea_dual,FEC_MiscVal_dual,FEC_LotFrontage_dual,FEN_YearAfterRemode,FEN_YearAfterbuilt,FEN_TotRmsAbvGrd_Per_GrLivArea,FEN_BsmtTotalbath,FEN_GrLivTotalbath,FEN_Area_comp0,FEN_Area_comp1,FEN_Area_comp2,FEN_Area_comp3,FEN_Area_comp4,FEN_Area_comp5,FEN_Area_comp7
183500,71.67912751,60,RL,62,8244,Pave,0,2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,3,3,1,1,0,1,0,840,840,GasA,5,Y,SBrkr,840,880,0,1720,0,0,2,1,3,1,3,7,7,1,4,Attchd,2004,3,2,440,3,3,3,100,48,0,0,0,0,0,0,None,0,5,2007,WD,Normal,2560.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,3,3,0.004069765,0,3,-0.947833532,0.320217173,-0.030229168,-0.086970493,-0.004791022,0.009283268,-0.039719813
228000,67.19677455,20,RL,0,16669,Pave,0,2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1981,1981,Hip,WdShake,Plywood,Plywood,BrkFace,653,4,3,CBlock,3,3,1,1,0,1,0,1686,1686,GasA,3,Y,SBrkr,1707,0,0,1707,0,0,2,1,2,1,2,6,7,1,3,Attchd,1981,2,2,511,3,3,3,574,64,0,0,0,0,0,0,None,0,1,2006,WD,Normal,3393.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,25,25,0.003514936,0,3,0.746115865,0.008460158,-0.371055085,-0.012474339,-0.030397317,-0.016593148,0.175488837
128500,61.13167334,50,RM,0,12358,Pave,0,2,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,2,3,1,3,360,1,0,360,720,GasA,3,Y,SBrkr,854,0,528,1382,0,0,1,1,2,1,2,7,7,0,0,Detchd,1991,1,2,660,3,3,3,237,0,0,0,0,0,0,0,None,0,5,2007,WD,Normal,2102.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,57,66,0.005065119,0,2,1.716910663,-0.011590336,0.023649651,0.051238907,-0.077624976,0.059653599,-0.056213963
215000,78.58129692,20,RL,141,31770,Pave,0,2,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,112,3,3,CBlock,2,4,4,4,639,1,0,441,1080,GasA,2,Y,SBrkr,1656,0,0,1656,1,0,1,0,3,1,2,7,7,2,4,Attchd,1960,3,2,528,3,3,2,210,62,0,0,0,0,0,0,None,0,5,2010,WD,Normal,2736.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,50,50,0.004227051,1,1,7.450206935,-0.076802627,-0.023775487,0.027885627,-0.005679611,-0.052002468,0.027782139
239000,84.42186915,160,RL,44,5306,Pave,0,2,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0,4,4,PConc,3,4,1,6,495,3,215,354,1064,GasA,4,Y,SBrkr,1064,703,0,1767,1,0,2,0,2,1,3,5,7,1,3,Attchd,1987,2,2,504,4,3,3,441,35,0,0,0,0,0,0,None,0,6,2006,WD,Normal,2831.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,19,19,0.002829653,1,2,-2.289911295,0.064679323,0.149346744,-0.040440781,0.054803976,0.069315537,-0.035607018
163000,59.83803349,20,RL,80,10197,Pave,0,2,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,5,1961,1961,Gable,CompShg,WdShing,Wd Sdng,BrkCmn,491,3,3,CBlock,2,3,1,5,288,3,374,700,1362,GasA,3,Y,SBrkr,1362,0,0,1362,1,0,1,1,3,1,2,6,7,1,3,Attchd,1961,1,2,504,3,3,3,0,20,0,0,0,0,0,0,None,0,6,2008,COD,Normal,2724.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,47,47,0.004405283,1,2,-0.420355478,-0.11476196,-0.143107263,0.022643133,0.049395799,0.107263351,0.164610389
184000,56.49335896,20,RL,47,12416,Pave,0,2,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,VinylSd,Plywood,Stone,132,3,3,CBlock,3,2,1,5,1398,2,208,0,1606,GasA,3,Y,SBrkr,1651,0,0,1651,1,0,2,0,3,1,2,7,5,1,3,Attchd,1986,3,2,616,3,3,3,192,0,0,0,0,0,0,0,None,0,11,2008,WD,Normal,3257.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,22,22,0.004239852,1,2,-0.347853713,-0.339873981,0.188161419,-0.006308079,0.033246894,0.020481193,0.001581596
243000,72.32099809,20,RL,84,12615,Pave,0,1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Sdng,None,0,3,3,CBlock,2,4,3,5,477,1,0,725,1202,GasA,3,Y,SBrkr,2158,0,0,2158,1,0,2,0,4,1,3,7,7,1,4,Attchd,1950,1,2,576,3,3,3,0,29,39,0,0,0,0,3,None,0,6,2007,WD,Normal,3360.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,6,57,0.003243743,1,2,-0.405737386,-0.056663461,-0.043417058,0.220450541,0.030511491,-0.058746453,-0.021357692
211000,65.71120703,60,RL,97,10029,Pave,0,2,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,268,4,3,PConc,3,3,1,6,831,1,0,320,1151,GasA,3,Y,SBrkr,1164,896,0,2060,0,1,2,1,4,1,2,8,7,1,3,Attchd,1988,1,2,521,3,3,3,0,228,0,0,192,0,0,0,None,0,9,2007,WD,Normal,3211.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,18,19,0.003883493,1,3,-1.0415064,0.063285225,0.216865902,-0.092556709,-0.010479211,-0.023348082,0.030969491
172500,58.04133216,50,RL,0,13650,Pave,0,1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0,4,4,CBlock,2,3,1,5,57,4,441,554,1052,GasA,5,Y,SBrkr,1252,668,0,1920,1,0,2,0,4,1,3,8,7,1,4,Attchd,1958,1,2,451,3,3,3,0,0,0,0,0,0,0,0,None,0,7,2006,WD,Normal,2972.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,48,48,0.004166664,1,2,0.4279163,0.180485186,0.01281587,-0.000485277,0.128540535,0.106234292,-0.005553409
501837,112.7718527,20,RL,63,17423,Pave,0,2,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,748,5,3,PConc,4,3,1,6,1904,1,0,312,2216,GasA,5,Y,SBrkr,2234,0,0,2234,1,0,2,0,1,1,4,9,7,1,4,Attchd,2009,3,3,1166,3,3,3,0,60,0,0,0,0,0,0,None,0,7,2009,New,Partial,4450.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0.004028646,1,2,-0.245639565,-0.325055818,0.139994123,-0.015965835,-0.100977639,0.005970781,0.102218775
100000,51.65235896,30,RM,60,8520,Pave,0,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,4,3,CBlock,2,3,1,1,0,1,0,968,968,GasA,3,Y,SBrkr,968,0,0,968,0,0,1,0,2,1,2,5,7,0,0,Detchd,1935,1,2,480,2,3,1,0,0,184,0,0,0,0,0,None,0,7,2007,WD,Normal,1936.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,84,0.005165284,0,1,0.234957917,0.005900458,-0.380067779,0.019453931,-0.058694112,0.029820152,-0.037100857
177000,77.59686456,160,FV,0,2117,Pave,0,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsI,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456,4,3,PConc,3,3,1,6,436,1,0,320,756,GasA,5,Y,SBrkr,769,756,0,1525,0,0,2,1,3,1,3,5,7,1,3,Detchd,2000,1,2,440,3,3,3,0,0,0,0,0,0,0,0,None,0,6,2007,WD,Normal,2281.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,7,7,0.003278686,0,3,-3.237602923,0.144440371,0.210119866,-0.062579462,-0.059147644,0.006377657,0.1346033
200100,77.1092323,70,RL,54,7588,Pave,0,1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,1950,Gable,CompShg,Stucco,Stucco,None,0,3,3,BrkTil,1,3,1,2,352,1,0,441,793,GasA,4,Y,SBrkr,901,901,0,1802,0,0,1,1,4,1,2,9,7,1,4,Detchd,1920,1,1,216,2,3,3,0,0,40,0,0,0,0,0,None,0,7,2006,WD,Normal,2595.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,56,86,0.004994448,0,2,-1.242190203,0.228521843,0.155036145,-0.079722976,0.07098395,-0.062057311,-0.032724462
120000,89.55090223,20,RL,60,9060,Pave,0,1,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98,3,3,PConc,0,0,0,0,0,0,0,0,0,GasA,5,Y,SBrkr,1340,0,0,1340,0,0,1,0,3,1,2,7,7,1,4,Attchd,1957,2,1,252,3,3,3,116,0,0,180,0,0,0,3,None,0,6,2007,WD,Normal,1340.01,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,50,0.005223877,0,1,2.609108,0.197762709,0.197462273,0.736390795,0.076569363,-0.122979885,0.086407241
200000,58.07167206,50,RM,63,11426,Pave,0,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,3,3,1,1,0,1,0,1362,1362,GasA,5,Y,SBrkr,1362,720,0,2082,0,0,2,1,3,1,3,6,4,0,0,Detchd,2003,1,2,484,3,3,1,280,238,0,0,0,0,0,0,None,0,6,2008,WD,Normal,3444.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,5,5,0.002881843,0,3,-0.849753123,0.194617222,-0.165894735,-0.052831595,0.018648809,-0.013895114,-0.02661928
127000,72.32263869,50,RL,92,7438,Pave,0,2,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,Gable,CompShg,AsbShng,Plywood,None,0,3,3,PConc,1,3,1,1,0,1,0,504,504,GasA,4,Y,SBrkr,936,316,0,1252,0,0,1,0,3,1,2,5,7,0,0,Attchd,1986,1,2,576,3,3,3,104,0,0,0,0,0,0,3,None,0,6,2006,WD,Normal,1756.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,15,98,0.003993607,0,1,0.07276922,0.212165639,-0.048324735,0.167191504,-0.095510702,0.063808166,-0.048300814
475000,100.7418844,75,RM,90,22950,Pave,0,3,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0,4,4,BrkTil,2,3,2,1,0,1,0,1107,1107,GasA,5,Y,SBrkr,1518,1518,572,3608,0,0,2,1,4,1,4,12,7,2,3,Detchd,1993,1,3,840,5,3,3,0,260,0,0,410,0,0,4,None,0,6,2006,WD,Normal,4715.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,13,114,0.003325941,0,3,0.700615313,0.374794875,0.069204189,-0.032361146,0.009951319,-0.000688268,-0.038044612
173000,71.93287374,80,RL,0,9947,Pave,0,2,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,PConc,3,3,3,6,611,1,0,577,1188,GasA,5,Y,SBrkr,1217,0,0,1217,1,0,2,0,3,1,3,6,7,0,0,Attchd,1990,1,2,497,3,3,3,168,27,0,0,0,0,0,4,None,0,6,2009,WD,Normal,2405.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,18,19,0.004930152,1,2,-0.026703072,-0.188722643,-0.070451923,-0.001472642,-0.023601652,-0.010115957,-0.0391636
135000,58.28965208,50,RL,60,10410,Pave,0,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,1,3,1,1,0,1,0,660,660,GasA,5,Y,SBrkr,808,704,144,1656,0,0,2,1,3,1,2,8,5,0,0,Detchd,1916,1,1,180,2,2,1,0,0,0,140,0,0,0,3,None,0,8,2009,WD,Normal,2316.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,22,93,0.004830915,0,3,0.327292683,0.331087752,-0.004492712,-0.058359707,0.078045321,-0.060341641,-0.018918046
153337,66.37907897,90,RL,64,7018,Pave,0,1,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275,3,3,CBlock,3,3,3,6,1086,1,0,0,1086,GasA,3,Y,SBrkr,1224,0,0,1224,2,0,0,2,2,2,2,6,7,2,3,Detchd,1979,1,2,528,3,3,3,120,0,0,0,0,0,0,0,None,0,6,2009,WD,Alloca,2310.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,30,30,0.004901957,2,2,-1.121281984,-0.354662881,0.225978105,0.032063431,-0.05566288,-0.019689815,0.058938182
286000,89.76717033,120,RL,41,4923,Pave,0,1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2002,Gable,CompShg,CemntBd,CemntBd,None,0,4,3,PConc,4,3,3,6,1153,1,0,440,1593,GasA,5,Y,SBrkr,1593,0,0,1593,1,0,1,1,0,1,4,5,7,1,4,Attchd,2001,3,2,682,3,3,3,0,120,0,0,224,0,0,0,None,0,8,2008,WD,Normal,3186.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,6,7,0.00313873,1,2,-2.615881381,-0.293028809,0.065452729,0.02216462,-0.027302509,-0.012905551,-0.053993899
315000,87.98833526,70,RL,70,10570,Pave,0,1,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,8,1932,1994,Hip,CompShg,BrkFace,BrkFace,None,0,4,3,CBlock,3,4,1,3,297,1,0,556,853,GasA,3,Y,SBrkr,1549,1178,0,2727,0,0,2,1,3,1,3,10,3,2,3,Detchd,1932,1,2,440,3,3,3,0,74,0,0,0,0,0,0,None,0,12,2007,WD,Normal,3580.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,13,75,0.003667032,0,3,-1.211891624,0.277163608,0.166340996,0.055304166,0.05558124,-0.052971932,-0.030703112
184000,83.48381594,60,RL,0,7472,Pave,0,2,Lvl,AllPub,CulDSac,Gtl,Names,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138,3,3,CBlock,2,3,1,5,626,1,0,99,725,GasA,4,Y,SBrkr,725,754,0,1479,1,0,1,1,4,1,3,7,7,0,0,Attchd,1972,3,2,484,3,3,3,0,32,0,0,0,0,0,0,None,0,6,2007,WD,Normal,2204.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,3,35,0.004732924,1,2,-0.774523726,0.103253594,0.307007809,-0.109946711,-0.04864349,0.011720068,-0.003612494
192000,67.08548508,20,RL,68,9017,Pave,0,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,3,3,3,6,560,1,0,871,1431,GasA,5,Y,SBrkr,1431,0,0,1431,1,0,2,0,3,1,3,6,7,0,0,Attchd,1999,3,2,666,3,3,3,0,35,0,0,0,0,0,0,None,0,9,2009,WD,Normal,2862.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,10,10,0.004192869,1,2,-1.012735069,-0.153900632,-0.140950249,0.016842534,-0.046676651,0.008941492,-0.044643313
130000,48.52520698,160,RM,24,2522,Pave,0,1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsI,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50,4,3,PConc,3,3,1,1,0,1,0,970,970,GasA,5,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,3,7,3,0,0,Detchd,2004,1,2,380,3,3,3,0,40,0,0,0,0,0,0,None,0,5,2006,WD,Normal,2679.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,2,2,0.00409596,0,2,-3.226097374,0.238974772,-0.085324504,-0.033740864,0.014585833,-0.010982647,-0.019026996
127000,73.49451974,20,RL,60,7180,Pave,0,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,2,3,3,5,390,1,0,474,864,GasA,3,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,2,5,7,0,0,Detchd,1989,1,1,352,3,3,3,0,0,0,0,0,0,0,0,None,0,5,2008,WD,Normal,1728.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,36,36,0.00578703,0,1,-0.008197838,-0.167728417,-0.113170152,-0.007485482,-0.024427076,-0.012526454,-0.038757524
148500,64.25734091,160,RL,24,2280,Pave,0,1,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsI,2Story,6,6,1976,1976,Gable,CompShg,Plywood,BrkComm,None,0,3,3,CBlock,3,3,1,5,566,1,0,289,855,GasA,3,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,2,7,7,1,3,Attchd,1976,1,2,440,3,3,3,87,0,0,0,0,0,0,0,None,0,7,2009,WD,Normal,2311.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,33,33,0.004807689,0,3,-3.177526704,0.036153722,0.190594523,-0.044277557,-0.011028101,-0.000807279,-0.057579177
311872,90.34478363,20,RL,79,9416,Pave,0,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2007,Hip,CompShg,CemntBd,CemntBd,Stone,205,5,3,PConc,4,3,1,6,1126,1,0,600,1726,GasA,5,Y,SBrkr,1726,0,0,1726,1,0,2,0,3,1,4,8,7,1,4,Attchd,2007,3,3,786,3,3,3,171,138,0,0,266,0,0,0,None,0,9,2007,New,Partial,3452.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0.004634992,1,2,-1.434092449,-0.257825203,0.020170492,0.00599509,-0.051786898,-0.00048157,0.007174602
235000,52.54895998,75,RL,174,25419,Pave,0,1,Lvl,AllPub,Corner,Gtl,Names,Artery,Norm,1Fam,2Story,8,4,1918,1990,Gable,CompShg,Stucco,Stucco,None,0,4,4,PConc,2,3,1,6,1036,2,184,140,1360,GasA,4,Y,SBrkr,1360,1360,392,3112,1,1,2,0,4,1,3,8,7,1,5,Detchd,1918,1,2,795,3,3,3,0,16,552,0,0,512,5,4,None,0,3,2006,WD,Abnorml,4472.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,16,88,0.002570693,2,2,1.519125839,0.152008912,0.276542043,-0.1229151,0.041101276,0.020315803,-0.049426968
